PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
5383,144208936,117549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5384,144208937,17318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5385,144208938,8326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
5386,144208939,657298,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5387,144208940,3485,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,52.0112,31.221,inactive,SIGMA
5388,144208941,6626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5389,144208942,9568700,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5390,144208943,5541,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5391,144208944,17049,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5392,144208945,4021,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5393,144208946,7916,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5394,144208947,10332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5395,144208948,7416,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5396,144208949,1486,Inactive,0,,,inactive,inactive,,0,active agonist,45.7239,34.3286,inactive,,0,inactive,SIGMA
5397,144208950,71485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5398,144208951,10522,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,,,inactive,,0,inactive,SIGMA
5399,144208952,7729,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,City Chemical
5400,144208953,5934,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5401,144208954,19395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5402,144208955,8050,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5403,144208956,8195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5404,144208957,7274,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5405,144208958,440968,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
5406,144208959,5641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5407,144208960,11057,Active,40,,,active agonist,active agonist,,62.6218,inconclusive antagonist,48.7327,-43.2706,active agonist,,40.0014,inactive,SigmaAldrich
5408,144208961,13618,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
5409,144208962,10722,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5410,144208963,11831,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,39.3335,28.0919,inactive,SigmaAldrich
5411,144208964,7670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5412,144208965,4114,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
5413,144208966,7002,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5414,144208967,444972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,50.8966,40.1757,inactive,SIGMA
5415,144208968,10555,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,SIGMA
5416,144208969,7582,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive,,,inactive,SIGMA
5417,144208970,6796,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5418,144208971,8303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5419,144208972,4933,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5420,144208973,7648,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5421,144208974,19458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5422,144208975,727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5423,144208976,5192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5424,144208977,6505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5425,144208978,11807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5426,144208979,65360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5427,144208980,1639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5428,144208981,8439,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5429,144208982,8461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5430,144208983,7184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5431,144208984,8069,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5432,144208985,7771,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5433,144208986,20686,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5434,144208987,7050,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,24.3335,398.919,active agonist,46.6063,109.577,active agonist,37.1139,870.677,fluorescent,SIGMA
5435,144208988,8192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,52.1335,25.5846,inactive,SIGMA
5436,144208989,3715,Inconclusive,5,,,inconclusive,inconclusive antagonist,14.0047,-52.037,inconclusive agonist,22.0063,59.2129,inconclusive agonist,,,inactive,SIGMA
5437,144208990,5994,Active,72,,,active agonist,active agonist,0.03266,159.786,inactive,,0,active agonist,0.131906,182.445,inactive,SIGMA
5438,144208991,8404,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inconclusive,SIGMA
5439,144208992,18689,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
5440,144208993,6436,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5441,144208994,14215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5442,144208995,50896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent
5443,144208996,31356,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5444,144208997,8144,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5445,144208998,6809,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5446,144208999,15595,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5447,144209000,32485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5448,144209001,7900,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5449,144209002,637511,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5450,144209003,6001,Inactive,0,,,inactive,inactive,,0,active agonist,11.2616,72.245,active agonist,20.1631,96.7659,inactive,Sensient
5451,144209004,727200,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5452,144209005,8314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5453,144209006,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5454,144209007,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5455,144209008,7092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5456,144209009,8361,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5457,144209010,1030,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
5458,144209011,949,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,10.012,34.1001,inactive,,0,inconclusive agonist,10.012,36.691,inactive,SIGMA
5459,144209012,89594,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,SIGMA
5460,144209013,3690,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,SIGMA
5461,144209014,14130,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,3.71557,48.0601,inactive,,0,inconclusive agonist,22.1322,67.187,inactive,SIGMA
5462,144209015,5543,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,ChemService
5463,144209016,22311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5464,144209017,11769095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Promy Chemical
5465,144209018,8178,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5466,144209019,7902,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5467,144209020,8456,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5468,144209021,16666,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5469,144209022,27189,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5470,144209023,9161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
5471,144209024,8785,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5472,144209025,40000,Active,69,,,active agonist,active agonist,0.55611,215.243,inconclusive agonist,,,active agonist,2.77682,213.107,inactive,SIGMA
5473,144209026,707035,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5474,144209027,21954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5475,144209028,8094,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5476,144209029,10687,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5477,144209030,7150,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5478,144209031,8462,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5479,144209032,4993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5480,144209033,9154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5481,144209034,6129,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,SigmaAldrich
5482,144209035,12679,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,SigmaAldrich
5483,144209036,3347,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,5.57688,71.0546,inactive,,0,inconclusive agonist,,,inactive,SigmaAldrich
5484,144209037,44073,Inconclusive,5,,,inconclusive,inconclusive antagonist,36.9038,-32.3348,inconclusive agonist,36.9038,33.6334,inactive,,0,inactive,ChemService
5485,144209038,162461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5486,144209039,2871,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
5487,144209040,8209,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5488,144209041,8345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5489,144209042,12257,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5490,144209043,21277,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5491,144209044,47866,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5492,144209045,8427,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SigmaAldrich
5493,144209046,2478,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5494,144209047,31269,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5495,144209048,54680782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5496,144209049,2202,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5497,144209050,11005,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5498,144209051,7222,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5499,144209052,19188,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5500,144209053,11813,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5501,144209054,18692,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5502,144209055,8344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5503,144209056,3437714,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5504,144209057,29327,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SigmaAldrich
5505,144209058,12130,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5506,144209059,14899,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5507,144209060,12002,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5508,144209061,8372,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5509,144209062,62097,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5510,144209063,12525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5511,144209064,2728,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5512,144209065,7395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5513,144209066,9903,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5514,144209067,8363,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5515,144209068,667493,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5516,144209069,7255,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5517,144209070,31357,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5518,144209071,2723790,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5519,144209072,6781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5520,144209073,16562,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5521,144209074,135408793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5522,144209075,29732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5523,144209076,6950,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5524,144209077,62558,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
5525,144209078,5143,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SigmaAldrich
5526,144209079,15600,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5527,144209080,166033,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5528,144209081,4610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5529,144209082,8663,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5530,144209083,8923,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5531,144209084,62882,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5532,144209085,5281,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5533,144209086,8400,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5534,144209087,66,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5535,144209088,7289,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
5536,144209089,8679,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5537,144209090,237332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Pfaltz-Bauer
5538,144209091,11432,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5539,144209092,5283349,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5540,144209093,7026,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5541,144209094,38479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5542,144209095,17730,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5543,144209096,16278,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5544,144209097,7488,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5545,144209098,13583,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5546,144209099,6327114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5547,144209100,13522,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5548,144209101,8906,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5549,144209102,6758,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5550,144209103,5987,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5551,144209104,11933,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5552,144209105,8445,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5553,144209106,11860,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5554,144209107,7375,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5555,144209108,8722,Active,44,,,active agonist,active agonist,,30.6531,active agonist,12.3312,63.9003,inconclusive agonist,21.0154,70.4458,inactive,SIGMA
5556,144209109,3589,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,58.46,-60.1276,inactive,,0,inactive,Pfaltz-Bauer
5557,144209110,12329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5558,144209111,36242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5559,144209112,7355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5560,144209113,6336,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5561,144209114,71157,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5562,144209115,32933,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,,,inactive,,0,inactive,Sensient
5563,144209116,1110,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5564,144209117,16666,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5565,144209118,7269,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5566,144209119,8285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5567,144209120,23667638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5568,144209121,27461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5569,144209122,4509,Inconclusive,5,,,inconclusive,active antagonist,6.73524,-43.2533,active agonist,9.01613,54.7368,inactive,,0,inactive,SigmaAldrich
5570,144209123,1183,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5571,144209124,4754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5572,144209125,7421,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,21.0485,31.0485,inactive,,0,inconclusive,SIGMA
5573,144209126,15106,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,44.6684,56.1413,inconclusive,SIGMA
5574,144209127,6559,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5575,144209128,1983,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inconclusive agonist,,,inactive,SIGMA
5576,144209129,6028,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5577,144209130,7463,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5578,144209131,6184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SigmaAldrich
5579,144209132,5125,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
